S.No,Word,Split,Type
9.15.1,चाप्यन्ये,च अपि अन्ये,vowel
9.16.3,मन्त्रोऽहमहमेवाज्यमहमग्निरहंहुतम्,मन्त्रः अहम् अहम् एव आज्यम् अहम् अग्निः अहम् हुतम्,consonant
9.16.2,स्वधाहमहमौषधम्,स्वधा अहम् अहम् औषधम्,consonant
9.16.1,अहंक्रतुरहंयज्ञः,अहम् क्रतुः अहम् यज्ञः,consonant
9.17.4,गतिर्भर्ता,गतिः भर्ता,visarga
9.17.3,वेद्यंपवित्रमोंकारऋक्सामयजुरेव,वेद्यम् पवित्रम् ओम् कारः ऋक्सामयजुः एव,consonant
9.17.2,जगतोमाता,जगतः माता,visarga
9.17.1,पिताहमस्य,पिता अहम् अस्य,consonant
9.18.2,स्थानंनिधानंबीजमव्ययम्,स्थानम् निधानम् बीजम् अव्ययम्,consonant
9.18.1,शरणंसुहृत्,शरणम् सुहृत्,consonant
9.19.4,सदसच्चाहमर्जुन,सत् असत् च अहम् अर्जुन,consonant
9.19.3,मृत्युश्च,मृत्युः च,visarga
9.19.2,अमृतंचैव,अमृतम् च एव,consonant
9.19.1,तपाम्यहमहंवर्षंनिगृह्णाम्युत्सृजामि,तपामि अहम् अहम् वर्षम् निगृह्णामि उत्सृजामि,consonant
9.20.7,दिव्यान्दिवि,दिव्यान् दिवि,consonant
9.20.6,सुरेन्द्रलोकम्,सुर इन्द्रलोकम्,consonant
9.20.5,पुण्यमासाद्य,पुण्यम् आसाद्य,consonant
9.20.4,स्वर्गतिंप्रार्थयन्ते,स्वर्गतिम् प्रार्थयन्ते,consonant
9.20.2,यज्ञैरिष्ट्वा,यज्ञैः इष्ट्वा,visarga
9.20.1,मांसोमपाः,माम् सोमपाः,consonant
9.21.5,गतागतंकामकामालभन्ते,गत आगतम् कामकामाः लभन्ते,consonant
9.21.4,एवंत्रयीधर्ममनुप्रपन्ना,एवम् त्रयीधर्मम् अनुप्रपन्ना,consonant
9.21.3,मर्त्यलोकंविशन्ति,मर्त्यलोकम् विशन्ति,consonant
9.21.2,स्वर्गलोकंविशालम्,स्वर्गलोकम् विशालम्,consonant
9.21.1,तंभुक्त्वा,तम् भुक्त्वा,consonant
9.22.3,तेषांनित्याभियुक्तानांयोगक्षेमंवहाम्यहम्,तेषाम् नित्य अभियुक्तानाम् योगक्षेमम् वहामि अहम्,consonant
9.22.2,पर्युपासते,परि उपासते,vowel
9.22.1,अनन्याश्चिन्तयन्तोमांये,अनन्याः चिन्तयन्तः माम् ये,consonant
9.23.5,यजन्त्यविधिपूर्वकम्,यजन्ति अविधिपूर्वकम्,consonant
9.23.4,मामेव,माम् एव,consonant
9.23.3,तेऽपि,ते अपि,vowel
9.23.2,श्रद्धयान्विताः,श्रद्धया अन्विताः,vowel
9.23.1,येऽप्यन्यदेवताभक्तायजन्ते,ये अपि अन्यदेवताः भक्ताः यजन्ते,consonant
9.24.5,तत्त्वेनातश्च्यवन्ति,तत्त्वेन अतश्च्यवन्ति,vowel
9.24.4,मामभिजानन्ति,माम् अभिजानन्ति,consonant
9.24.3,प्रभुरेव,प्रभुः एव,visarga
9.24.2,सर्वयज्ञानांभोक्ता,सर्वयज्ञानाम् भोक्ता,consonant
9.24.1,अहंहि,अहम् हि,consonant
9.25.3,मद्याजिनोऽपि,मत् याजिनः अपि,consonant
9.25.2,भूतेज्या,भूत इज्या,vowel
9.25.1,देवव्रतादेवान्पितॄन्,देवव्रताः देवान् पितॄन्,consonant
9.26.3,प्रयतात्मनः,प्रयत आत्मनः,vowel
9.26.2,तदहंभक्त्युपहृतमश्नामि,तत् अहम् भक्ति उपहृतम् अश्नामि,consonant
9.26.1,पत्रंपुष्पंफलंतोयंयोमे,पत्रम् पुष्पम् फलम् तोयम् यः मे,consonant
9.27.6,मदर्पणम्,मत् अर्पणम्,consonant
9.27.5,तत्कुरुष्व,तत् कुरुष्व,consonant
9.27.4,यत्तपस्यसि,यत् तपस्यसि,consonant
9.27.3,यज्जुहोषि,यत् जुहोषि,consonant
9.27.2,यदश्नासि,यत् अश्नासि,consonant
9.27.1,यत्करोषि,यत् करोषि,consonant
9.28.3,विमुक्तोमामुपैष्यसि,विमुक्तः माम् उपैष्यसि,consonant
9.28.2,संन्यासयोगयुक्तात्मा,सम् न्यासयोगयुक्त आत्मा,consonant
9.28.1,शुभाशुभफलैरेवंमोक्ष्यसे,शुभ अशुभफलैः एवम् मोक्ष्यसे,consonant
9.29.4,चाप्यहम्,च अपि अहम्,vowel
9.29.3,मांभक्त्या,माम् भक्त्या,consonant
9.29.2,द्वेष्योऽस्ति,द्वेष्यः अस्ति,visarga
9.29.1,समोऽहंसर्वभूतेषु,समः अहम् सर्वभूतेषु,consonant
9.30.5,सम्यग्व्यवसितोहि,सम्यक् व्यवसितः हि,consonant
9.30.4,समन्तव्यः,सः मन्तव्यः,visarga
9.30.3,साधुरेव,साधुः एव,visarga
9.30.2,मामनन्यभाक्,माम् अन् अन्यभाक्,consonant
9.30.1,चेत्सुदुराचारोभजते,चेत् सुदुराचारः भजते,consonant
9.31.3,शश्वच्छान्तिंनिगच्छति,शश्वत् शान्तिम् निगच्छति,consonant
9.31.2,धर्मात्मा,धर्म आत्मा,vowel
9.31.1,क्षिप्रंभवति,क्षिप्रम् भवति,consonant
9.32.6,परांगतिम्,पराम् गतिम्,consonant
9.32.5,शूद्रास्तेऽपि,शूद्राः ते अपि,consonant
9.32.4,स्त्रियोवैश्यास्तथा,स्त्रियः वैश्याः तथा,visarga
9.32.3,येऽपि,ये अपि,vowel
9.32.2,व्यपाश्रित्य,वि अप आश्रित्य,vowel
9.32.1,मांहि,माम् हि,consonant
9.33.3,अनित्यमसुखंलोकमिमंप्राप्य,अनित्यम्   असुखम् लोकम् इमम् प्राप्य,consonant
9.33.2,पुण्याभक्ताराजर्षयस्तथा,पुण्याः भक्ताः राजा ऋषयः तथा,consonant
9.33.1,किंपुनर्ब्राह्मणाः,किम् पुनः ब्राह्मणाः,consonant
9.34.6,आत्मानंमत्परायणः,आत्मानम् मत् परायणः,consonant
9.34.5,युक्त्वैवम्,युक्त्वा एवम्,vowel
9.34.4,मामेवैष्यसि,माम् एव ऐष्यसि,consonant
9.34.3,मांनमस्कुरु,माम् नमः कुरु,consonant
9.34.2,मद्भक्तोमद्याजी,मत् भक्तः मत् याजी,consonant
9.34.1,मन्मना,मत् मना,consonant
9.35.5,राजविद्याराजगुह्ययोगोनाम,राजविद्याराजगुह्ययोगः नाम,consonant
9.35.4,श्रीकृष्णार्जुनसंवादे,श्रीकृष्ण अर्जुनसंवादे,consonant
9.35.3,ब्रह्मविद्यायांयोगशास्त्रे,ब्रह्मविद्यायाम् योगशास्त्रे,consonant
9.35.2,श्रीमद्भगवद्गीतासु,श्रीमत् भगवत् गीतासु,consonant
9.35.1,ओंतत्,ओम् तत्,consonant
9,नवमोऽध्यायः,नवमः अध्यायः,visarga
